"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0022616"	"GO:0022616"	"DNA strand elongation"	"3/243"	"21/23328"	0.00129242749177984	0.0173673666637328	0.014137395071373	"Mcm3/Mcm7/Mcm4"	3
"GO:0051204"	"GO:0051204"	"protein insertion into mitochondrial membrane"	"3/243"	"21/23328"	0.00129242749177984	0.0173673666637328	0.014137395071373	"Bax/Ndufa13/Hspa4"	3
"GO:0045333"	"GO:0045333"	"cellular respiration"	"7/243"	"157/23328"	0.0013250533805657	0.0177241085216953	0.0144277903098776	"Vcp/Cox6a1/Bax/Cox4i1/Mybbp1a/Cox7c/Ndufa7"	7
"GO:0050000"	"GO:0050000"	"chromosome localization"	"5/243"	"78/23328"	0.00133892182874366	0.017746800239166	0.0144462618364448	"Rrs1/Hnrnpu/Chmp5/Cdca8/Kpnb1"	5
"GO:0051303"	"GO:0051303"	"establishment of chromosome localization"	"5/243"	"78/23328"	0.00133892182874366	0.017746800239166	0.0144462618364448	"Rrs1/Hnrnpu/Chmp5/Cdca8/Kpnb1"	5
"GO:0007052"	"GO:0007052"	"mitotic spindle organization"	"6/243"	"116/23328"	0.00137298550204561	0.0181159535021041	0.0147467602148743	"Hnrnpu/Chmp5/Vcp/Plk1/Kpnb1/Racgap1"	6
"GO:0007088"	"GO:0007088"	"regulation of mitotic nuclear division"	"7/243"	"160/23328"	0.00147749144980857	0.0194070498542423	0.0157977393044965	"Hnrnpu/Chmp5/Phb2/Plk1/Rgcc/Nme6/Ranbp1"	7
"GO:1904029"	"GO:1904029"	"regulation of cyclin-dependent protein kinase activity"	"5/243"	"80/23328"	0.00149928812216235	0.0196050410951812	0.015958908262809	"Cks1b/Cdkn2a/Ccnd2/Plk1/Rgcc"	5
"GO:0000280"	"GO:0000280"	"nuclear division"	"12/243"	"418/23328"	0.00153983803797648	0.0200453916015152	0.0163173626674669	"Rrs1/Hnrnpu/Chmp5/Cdca8/Ran/Phb2/Plk1/Rgcc/Nme6/Kpnb1/Racgap1/Ranbp1"	12
"GO:0022904"	"GO:0022904"	"respiratory electron transport chain"	"5/243"	"81/23328"	0.00158456764809267	0.0205359967192811	0.016716725363504	"Cox6a1/Cox4i1/Mybbp1a/Cox7c/Ndufa7"	5
"GO:0043281"	"GO:0043281"	"regulation of cysteine-type endopeptidase activity involved in apoptotic process"	"8/243"	"209/23328"	0.00162185999160212	0.0209262997146539	0.017034440060842	"Hspd1/Vcp/Cdkn2a/Bax/Ctsd/Ndufa13/Cryab/Rps27l"	8
"GO:0030490"	"GO:0030490"	"maturation of SSU-rRNA"	"4/243"	"49/23328"	0.00168499124861263	0.02145604576836	0.0174656642869294	"Rrs1/Rps21/Rps19/Rps28"	4
"GO:0033120"	"GO:0033120"	"positive regulation of RNA splicing"	"4/243"	"49/23328"	0.00168499124861263	0.02145604576836	0.0174656642869294	"Ncl/Snrnp70/Hspa8/Hnrnpk"	4
"GO:1902808"	"GO:1902808"	"positive regulation of cell cycle G1/S phase transition"	"4/243"	"49/23328"	0.00168499124861263	0.02145604576836	0.0174656642869294	"Anp32b/Phb2/Ccnd2/Rgcc"	4
"GO:0071276"	"GO:0071276"	"cellular response to cadmium ion"	"3/243"	"23/23328"	0.0016947504641964	0.0214864884938987	0.0174904452941093	"Mt3/Mt2/Mt1"	3
"GO:0032272"	"GO:0032272"	"negative regulation of protein polymerization"	"5/243"	"83/23328"	0.00176574774030588	0.0222896987477574	0.0181442750256996	"Tmsb4x/Fkbp4/Tpm1/Tmod3/Tmod2"	5
"GO:0098813"	"GO:0098813"	"nuclear chromosome segregation"	"9/243"	"262/23328"	0.00178352097799911	0.0224170136717474	0.0182479120026678	"Rrs1/Hnrnpu/Chmp5/Cdca8/Ran/Phb2/Plk1/Kpnb1/Racgap1"	9
"GO:0090407"	"GO:0090407"	"organophosphate biosynthetic process"	"12/243"	"427/23328"	0.00183887348928281	0.0230135411791789	0.018733497711013	"Atp5e/Vcp/Atp5k/Atp5j2/Gars/Rrm1/Pkm/Impdh2/Nme6/Hmgcs1/Rrm2/Atp5j"	12
"GO:0022900"	"GO:0022900"	"electron transport chain"	"5/243"	"84/23328"	0.00186182071272288	0.0232011504200851	0.018886215506928	"Cox6a1/Cox4i1/Mybbp1a/Cox7c/Ndufa7"	5
"GO:0032984"	"GO:0032984"	"protein-containing complex disassembly"	"8/243"	"214/23328"	0.00188099141671547	0.0233403020048609	0.0189994877701831	"Mid1/Vcp/Hspa8/Tpm1/Tmod3/Tmod2/Smarcc1/Eif5a"	8
"GO:1901990"	"GO:1901990"	"regulation of mitotic cell cycle phase transition"	"9/243"	"265/23328"	0.0019269590332567	0.0237357587027725	0.0193213976878031	"Anp32b/Cdkn2a/Phb2/Ccnd2/Plk1/Rgcc/Rps27l/Tmod3/Lmnb1"	9
"GO:0006997"	"GO:0006997"	"nucleus organization"	"6/243"	"124/23328"	0.00192914088222122	0.0237357587027725	0.0193213976878031	"Usp50/Chmp5/Serbp1/Emg1/Rps19/Plk1"	6
"GO:0006406"	"GO:0006406"	"mRNA export from nucleus"	"4/243"	"51/23328"	0.00195541198601687	0.0238576625574276	0.0194206299426031	"Eif5a/Nsun2/Srsf3/Nxf1"	4
"GO:0071427"	"GO:0071427"	"mRNA-containing ribonucleoprotein complex export from nucleus"	"4/243"	"51/23328"	0.00195541198601687	0.0238576625574276	0.0194206299426031	"Eif5a/Nsun2/Srsf3/Nxf1"	4
"GO:0051235"	"GO:0051235"	"maintenance of location"	"10/243"	"320/23328"	0.00203083103691887	0.0246745970985643	0.0200856315274213	"Dbi/Hnrnpu/Tmsb4x/Mest/Apoe/Ftl1/Bax/Ank3/Rangap1/Fth1"	10
"GO:0017038"	"GO:0017038"	"protein import"	"8/243"	"217/23328"	0.00205148849481786	0.0248221595472567	0.0202057504075749	"Hspd1/Ran/Phb2/Trim28/Apoe/Hspa8/Hspa4/Kpnb1"	8
"GO:0046822"	"GO:0046822"	"regulation of nucleocytoplasmic transport"	"6/243"	"126/23328"	0.00209154846291847	0.0252022947019432	0.0205151882726452	"Cdkn2a/Ppp1cc/Ran/Trim28/Nsun2/Rangap1"	6
"GO:0051494"	"GO:0051494"	"negative regulation of cytoskeleton organization"	"7/243"	"171/23328"	0.0021566278496649	0.0254853336063723	0.0207455877851309	"Tmsb4x/Mid1/Fkbp4/Tpm1/Tmod3/Tmod2/Npm1"	7
"GO:0002183"	"GO:0002183"	"cytoplasmic translational initiation"	"3/243"	"25/23328"	0.00216747693222919	0.0254853336063723	0.0207455877851309	"Eif4h/Eif4a1/Eif5"	3
"GO:0046039"	"GO:0046039"	"GTP metabolic process"	"3/243"	"25/23328"	0.00216747693222919	0.0254853336063723	0.0207455877851309	"Ran/Impdh2/Nme6"	3
"GO:0046688"	"GO:0046688"	"response to copper ion"	"3/243"	"25/23328"	0.00216747693222919	0.0254853336063723	0.0207455877851309	"Mt3/Mt2/Mt1"	3
"GO:0090151"	"GO:0090151"	"establishment of protein localization to mitochondrial membrane"	"3/243"	"25/23328"	0.00216747693222919	0.0254853336063723	0.0207455877851309	"Bax/Ndufa13/Hspa4"	3
"GO:0090169"	"GO:0090169"	"regulation of spindle assembly"	"3/243"	"25/23328"	0.00216747693222919	0.0254853336063723	0.0207455877851309	"Hnrnpu/Chmp5/Plk1"	3
"GO:0007059"	"GO:0007059"	"chromosome segregation"	"10/243"	"324/23328"	0.00222242523211227	0.0259223679073575	0.0211013427301607	"Rrs1/Hjurp/Hnrnpu/Chmp5/Cdca8/Ran/Phb2/Plk1/Kpnb1/Racgap1"	10
"GO:0009150"	"GO:0009150"	"purine ribonucleotide metabolic process"	"10/243"	"324/23328"	0.00222242523211227	0.0259223679073575	0.0211013427301607	"Atp5e/Vcp/Atp5k/Ran/Atp5j2/Pkm/Impdh2/Nme6/Hmgcs1/Atp5j"	10
"GO:0051656"	"GO:0051656"	"establishment of organelle localization"	"11/243"	"382/23328"	0.00233737508781263	0.0271545249245483	0.022104343984137	"Rrs1/Myo1b/Hnrnpu/Chmp5/Cdca8/Ran/Plk1/Spry2/Myo6/Npm1/Kpnb1"	11
"GO:0042770"	"GO:0042770"	"signal transduction in response to DNA damage"	"5/243"	"89/23328"	0.00240048929377478	0.0277770903993939	0.0226111251355979	"Cdkn2a/Plk1/Rps27l/Myo6/Npm1"	5
"GO:0007263"	"GO:0007263"	"nitric oxide mediated signal transduction"	"3/243"	"26/23328"	0.00243148881412258	0.0278047897332605	0.0226336729653103	"Apoe/Mt2/Mt1"	3
"GO:0055094"	"GO:0055094"	"response to lipoprotein particle"	"3/243"	"26/23328"	0.00243148881412258	0.0278047897332605	0.0226336729653103	"Apoe/Cd81/Hmgcs1"	3
"GO:2000765"	"GO:2000765"	"regulation of cytoplasmic translation"	"3/243"	"26/23328"	0.00243148881412258	0.0278047897332605	0.0226336729653103	"Cnbp/Eef2/Pkm"	3
"GO:0032386"	"GO:0032386"	"regulation of intracellular transport"	"10/243"	"329/23328"	0.0024821081356287	0.0282727629823956	0.0230146128529717	"Cdkn2a/Atpif1/Ppp1cc/Ran/Trim28/Cd81/Ank3/Cryab/Nsun2/Rangap1"	10
"GO:0010665"	"GO:0010665"	"regulation of cardiac muscle cell apoptotic process"	"4/243"	"55/23328"	0.00258358873226825	0.0293141818805223	0.0238623493396064	"Hspa8/Npm1/Eif5a/Qk"	4
"GO:0006882"	"GO:0006882"	"cellular zinc ion homeostasis"	"3/243"	"27/23328"	0.00271455588369789	0.030680794406446	0.0249748001539729	"Mt3/Mt2/Mt1"	3
"GO:0009259"	"GO:0009259"	"ribonucleotide metabolic process"	"10/243"	"334/23328"	0.00276561108775656	0.031137150316209	0.0253462832875068	"Atp5e/Vcp/Atp5k/Ran/Atp5j2/Pkm/Impdh2/Nme6/Hmgcs1/Atp5j"	10
"GO:0006749"	"GO:0006749"	"glutathione metabolic process"	"4/243"	"57/23328"	0.00294427182747221	0.0327690711790419	0.026674700566291	"Gstm1/Gpx4/Gsr/Gsta4"	4
"GO:0042775"	"GO:0042775"	"mitochondrial ATP synthesis coupled electron transport"	"4/243"	"57/23328"	0.00294427182747221	0.0327690711790419	0.026674700566291	"Cox6a1/Cox4i1/Cox7c/Ndufa7"	4
"GO:0043489"	"GO:0043489"	"RNA stabilization"	"4/243"	"57/23328"	0.00294427182747221	0.0327690711790419	0.026674700566291	"Hnrnpu/Ptbp1/Nsun2/Qk"	4
"GO:0045737"	"GO:0045737"	"positive regulation of cyclin-dependent protein serine/threonine kinase activity"	"3/243"	"28/23328"	0.00301711948469332	0.0330948888053643	0.0269399228417069	"Cks1b/Ccnd2/Rgcc"	3
"GO:0055069"	"GO:0055069"	"zinc ion homeostasis"	"3/243"	"28/23328"	0.00301711948469332	0.0330948888053643	0.0269399228417069	"Mt3/Mt2/Mt1"	3
"GO:0071402"	"GO:0071402"	"cellular response to lipoprotein particle stimulus"	"3/243"	"28/23328"	0.00301711948469332	0.0330948888053643	0.0269399228417069	"Apoe/Cd81/Hmgcs1"	3
"GO:0042176"	"GO:0042176"	"regulation of protein catabolic process"	"11/243"	"395/23328"	0.00301894390337	0.0330948888053643	0.0269399228417069	"Cst3/Vcp/Alad/Cdkn2a/Atpif1/Apoe/Plk1/Cd81/Ndufa13/Smarcc1/Odc1"	11
"GO:0043524"	"GO:0043524"	"negative regulation of neuron apoptotic process"	"7/243"	"182/23328"	0.00305512429126983	0.0333660765293738	0.0271606752486239	"Hspd1/Set/Apoe/Bax/Mt3/Mt1/Npm1"	7
"GO:0033157"	"GO:0033157"	"regulation of intracellular protein transport"	"8/243"	"232/23328"	0.00309468791041267	0.0336720520401617	0.0274097456322882	"Cdkn2a/Atpif1/Ran/Trim28/Cd81/Ank3/Nsun2/Rangap1"	8
"GO:0046700"	"GO:0046700"	"heterocycle catabolic process"	"11/243"	"397/23328"	0.00313671747185917	0.0338784219362343	0.0275777349888847	"Hnrnpu/Exosc9/Exosc8/Vcp/Cdkn2a/Bax/Ptbp1/Npm1/Nsun2/Qk/Lsm2"	11
"GO:0010662"	"GO:0010662"	"regulation of striated muscle cell apoptotic process"	"4/243"	"58/23328"	0.0031368909200217	0.0338784219362343	0.0275777349888847	"Hspa8/Npm1/Eif5a/Qk"	4
"GO:0042692"	"GO:0042692"	"muscle cell differentiation"	"11/243"	"399/23328"	0.00325816095995314	0.0350582928384626	0.0285381742656606	"Hnrnpu/Tmsb4x/Cd81/Ptbp1/Rbpms2/Tmod3/Tmod2/Eif5a/Actg1/Ifrd1/Qk"	11
"GO:0030218"	"GO:0030218"	"erythrocyte differentiation"	"6/243"	"138/23328"	0.00329241854438223	0.0352966635125683	0.0287322129163387	"Atpif1/Lyar/Rps19/Prmt1/Tmod3/Hspa9"	6
"GO:0010659"	"GO:0010659"	"cardiac muscle cell apoptotic process"	"4/243"	"59/23328"	0.00333793025946728	0.0354119139720731	0.028826029170105	"Hspa8/Npm1/Eif5a/Qk"	4
"GO:0043462"	"GO:0043462"	"regulation of ATPase activity"	"4/243"	"59/23328"	0.00333793025946728	0.0354119139720731	0.028826029170105	"Hnrnpu/Atpif1/Mcm2/Tpm1"	4
"GO:0034508"	"GO:0034508"	"centromere complex assembly"	"3/243"	"29/23328"	0.003339600940439	0.0354119139720731	0.028826029170105	"Hjurp/Itgb3bp/Nasp"	3
"GO:0019693"	"GO:0019693"	"ribose phosphate metabolic process"	"10/243"	"345/23328"	0.00348077669104194	0.0366945989083774	0.0298701611935568	"Atp5e/Vcp/Atp5k/Ran/Atp5j2/Pkm/Impdh2/Nme6/Hmgcs1/Atp5j"	10
"GO:0010660"	"GO:0010660"	"regulation of muscle cell apoptotic process"	"5/243"	"97/23328"	0.00348573521866273	0.0366945989083774	0.0298701611935568	"Cdkn2a/Hspa8/Npm1/Eif5a/Qk"	5
"GO:0002262"	"GO:0002262"	"myeloid cell homeostasis"	"7/243"	"187/23328"	0.00354745630201931	0.0371289511311408	0.0302237328715337	"Atpif1/Lyar/Rps19/Prmt1/Bax/Tmod3/Hspa9"	7
"GO:0052548"	"GO:0052548"	"regulation of endopeptidase activity"	"10/243"	"346/23328"	0.00355246137365853	0.0371289511311408	0.0302237328715337	"Hspd1/Usp50/Pcsk1n/Vcp/Cdkn2a/Bax/Ctsd/Ndufa13/Cryab/Rps27l"	10
"GO:1903008"	"GO:1903008"	"organelle disassembly"	"5/243"	"98/23328"	0.00364256718535047	0.0378094516159878	0.0307776743173968	"Vcp/Cdkn2a/Atpif1/Phb2/Gabarap"	5
"GO:0000027"	"GO:0000027"	"ribosomal large subunit assembly"	"3/243"	"30/23328"	0.00368240200923887	0.0378094516159878	0.0307776743173968	"Rrs1/Rpl38/Rpl3"	3
"GO:0000470"	"GO:0000470"	"maturation of LSU-rRNA"	"3/243"	"30/23328"	0.00368240200923887	0.0378094516159878	0.0307776743173968	"Rpl35/Npm1/Rsl1d1"	3
"GO:0009303"	"GO:0009303"	"rRNA transcription"	"3/243"	"30/23328"	0.00368240200923887	0.0378094516159878	0.0307776743173968	"Ncl/Cdkn2a/Npm1"	3
"GO:1901068"	"GO:1901068"	"guanosine-containing compound metabolic process"	"3/243"	"30/23328"	0.00368240200923887	0.0378094516159878	0.0307776743173968	"Ran/Impdh2/Nme6"	3
"GO:0042773"	"GO:0042773"	"ATP synthesis coupled electron transport"	"4/243"	"61/23328"	0.00376596455430314	0.0385317636503437	0.0313656512278987	"Cox6a1/Cox4i1/Cox7c/Ndufa7"	4
"GO:0051783"	"GO:0051783"	"regulation of nuclear division"	"7/243"	"191/23328"	0.00398304448701478	0.0403719993210148	0.0328636410616159	"Hnrnpu/Chmp5/Phb2/Plk1/Rgcc/Nme6/Ranbp1"	7
"GO:0010658"	"GO:0010658"	"striated muscle cell apoptotic process"	"4/243"	"62/23328"	0.00399330219227177	0.0403719993210148	0.0328636410616159	"Hspa8/Npm1/Eif5a/Qk"	4
"GO:0030330"	"GO:0030330"	"DNA damage response, signal transduction by p53 class mediator"	"4/243"	"62/23328"	0.00399330219227177	0.0403719993210148	0.0328636410616159	"Cdkn2a/Rps27l/Myo6/Npm1"	4
"GO:0042168"	"GO:0042168"	"heme metabolic process"	"3/243"	"31/23328"	0.00404590533161422	0.0403719993210148	0.0328636410616159	"Alad/Atpif1/Cyb5r4"	3
"GO:0090502"	"GO:0090502"	"RNA phosphodiester bond hydrolysis, endonucleolytic"	"3/243"	"31/23328"	0.00404590533161422	0.0403719993210148	0.0328636410616159	"Rrs1/Rps21/Npm1"	3
"GO:0098810"	"GO:0098810"	"neurotransmitter reuptake"	"3/243"	"31/23328"	0.00404590533161422	0.0403719993210148	0.0328636410616159	"Gpm6b/Rab3b/Slc6a11"	3
"GO:1904031"	"GO:1904031"	"positive regulation of cyclin-dependent protein kinase activity"	"3/243"	"31/23328"	0.00404590533161422	0.0403719993210148	0.0328636410616159	"Cks1b/Ccnd2/Rgcc"	3
"GO:0043624"	"GO:0043624"	"cellular protein complex disassembly"	"6/243"	"144/23328"	0.0040565829221733	0.0403719993210148	0.0328636410616159	"Mid1/Hspa8/Tpm1/Tmod3/Tmod2/Eif5a"	6
"GO:0048285"	"GO:0048285"	"organelle fission"	"12/243"	"472/23328"	0.00413472739327079	0.0410097451659103	0.0333827793477466	"Rrs1/Hnrnpu/Chmp5/Cdca8/Ran/Phb2/Plk1/Rgcc/Nme6/Kpnb1/Racgap1/Ranbp1"	12
"GO:0006163"	"GO:0006163"	"purine nucleotide metabolic process"	"10/243"	"354/23328"	0.00416912193851624	0.0412107104159775	0.0335463692108979	"Atp5e/Vcp/Atp5k/Ran/Atp5j2/Pkm/Impdh2/Nme6/Hmgcs1/Atp5j"	10
"GO:0032535"	"GO:0032535"	"regulation of cellular component size"	"11/243"	"413/23328"	0.00421799460619749	0.0415529468637564	0.0338249567460005	"Tmsb4x/Rab3b/Apoe/Eif4g2/Tmem123/Tpm1/Tmod3/Tmod2/Npm1/Rasa1/Ifrd1"	11
"GO:0007006"	"GO:0007006"	"mitochondrial membrane organization"	"5/243"	"102/23328"	0.00432075426671676	0.0422795954421009	0.0344164636928516	"Atpif1/Immt/Bax/Ndufa13/Hspa4"	5
"GO:0010657"	"GO:0010657"	"muscle cell apoptotic process"	"5/243"	"102/23328"	0.00432075426671676	0.0422795954421009	0.0344164636928516	"Cdkn2a/Hspa8/Npm1/Eif5a/Qk"	5
"GO:0007007"	"GO:0007007"	"inner mitochondrial membrane organization"	"3/243"	"32/23328"	0.00443047486953647	0.0429211452477354	0.0349386984815693	"Immt/Bax/Ndufa13"	3
"GO:0048026"	"GO:0048026"	"positive regulation of mRNA splicing, via spliceosome"	"3/243"	"32/23328"	0.00443047486953647	0.0429211452477354	0.0349386984815693	"Ncl/Snrnp70/Hspa8"	3
"GO:0060561"	"GO:0060561"	"apoptotic process involved in morphogenesis"	"3/243"	"32/23328"	0.00443047486953647	0.0429211452477354	0.0349386984815693	"Cdkn2a/Bax/Cryab"	3
"GO:0006879"	"GO:0006879"	"cellular iron ion homeostasis"	"4/243"	"64/23328"	0.00447546014786877	0.0431500979190214	0.0351250706834862	"Atp6v1g1/Ftl1/Trf/Fth1"	4
"GO:0031333"	"GO:0031333"	"negative regulation of protein-containing complex assembly"	"6/243"	"147/23328"	0.00448445156584119	0.0431500979190214	0.0351250706834862	"Tmsb4x/Fkbp4/Cryab/Tpm1/Tmod3/Tmod2"	6
"GO:0006183"	"GO:0006183"	"GTP biosynthetic process"	"2/243"	"10/23328"	0.00460208520329755	0.0431500979190214	0.0351250706834862	"Impdh2/Nme6"	2
"GO:0006707"	"GO:0006707"	"cholesterol catabolic process"	"2/243"	"10/23328"	0.00460208520329755	0.0431500979190214	0.0351250706834862	"Apoe/Mt3"	2
"GO:0016127"	"GO:0016127"	"sterol catabolic process"	"2/243"	"10/23328"	0.00460208520329755	0.0431500979190214	0.0351250706834862	"Apoe/Mt3"	2
"GO:0034145"	"GO:0034145"	"positive regulation of toll-like receptor 4 signaling pathway"	"2/243"	"10/23328"	0.00460208520329755	0.0431500979190214	0.0351250706834862	"Wdfy1/Hmgb1"	2
"GO:0034427"	"GO:0034427"	"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'"	"2/243"	"10/23328"	0.00460208520329755	0.0431500979190214	0.0351250706834862	"Exosc9/Exosc8"	2
"GO:2000109"	"GO:2000109"	"regulation of macrophage apoptotic process"	"2/243"	"10/23328"	0.00460208520329755	0.0431500979190214	0.0351250706834862	"Cdkn2a/Tcp1"	2
"GO:2001138"	"GO:2001138"	"regulation of phospholipid transport"	"2/243"	"10/23328"	0.00460208520329755	0.0431500979190214	0.0351250706834862	"Dbi/Apoe"	2
"GO:2001140"	"GO:2001140"	"positive regulation of phospholipid transport"	"2/243"	"10/23328"	0.00460208520329755	0.0431500979190214	0.0351250706834862	"Dbi/Apoe"	2
"GO:0006413"	"GO:0006413"	"translational initiation"	"5/243"	"104/23328"	0.00469158318983063	0.0438482582741862	0.0356933876284348	"Eif4h/Eif4g2/Npm1/Eif4a1/Eif5"	5
"GO:0045840"	"GO:0045840"	"positive regulation of mitotic nuclear division"	"4/243"	"65/23328"	0.00473061086283915	0.0440717612653002	0.0358753236781647	"Hnrnpu/Phb2/Rgcc/Ranbp1"	4
"GO:0034101"	"GO:0034101"	"erythrocyte homeostasis"	"6/243"	"149/23328"	0.00478760744999391	0.0444607112235103	0.0361919369753144	"Atpif1/Lyar/Rps19/Prmt1/Tmod3/Hspa9"	6
"GO:0010667"	"GO:0010667"	"negative regulation of cardiac muscle cell apoptotic process"	"3/243"	"33/23328"	0.00483645633777526	0.0446300844333945	0.0363298102654338	"Hspa8/Npm1/Qk"	3
"GO:0033598"	"GO:0033598"	"mammary gland epithelial cell proliferation"	"3/243"	"33/23328"	0.00483645633777526	0.0446300844333945	0.0363298102654338	"Cdkn2a/Phb2/Bax"	3
"GO:0052547"	"GO:0052547"	"regulation of peptidase activity"	"11/243"	"421/23328"	0.00486022850154857	0.0447079694338032	0.0363932102639615	"Hspd1/Usp50/Cst3/Pcsk1n/Vcp/Cdkn2a/Bax/Ctsd/Ndufa13/Cryab/Rps27l"	11
"GO:0060249"	"GO:0060249"	"anatomical structure homeostasis"	"11/243"	"422/23328"	0.00494568242502992	0.045350974689897	0.0369166298194057	"Hnrnpu/Car2/Cct3/Cct7/Strap/Bax/Trf/Cct4/Cct5/Cct8/Tcp1"	11
"GO:0090559"	"GO:0090559"	"regulation of membrane permeability"	"4/243"	"66/23328"	0.00499535936558134	0.04552021221886	0.0370543926624537	"Atpif1/Bax/Mt3/Hspa8"	4
"GO:2000736"	"GO:2000736"	"regulation of stem cell differentiation"	"4/243"	"66/23328"	0.00499535936558134	0.04552021221886	0.0370543926624537	"Hnrnpu/Tead2/Nsun2/Hspa9"	4
"GO:0044843"	"GO:0044843"	"cell cycle G1/S phase transition"	"7/243"	"201/23328"	0.00524930642054693	0.0475242785193465	0.0386857440116694	"Anp32b/Cdkn2a/Nasp/Phb2/Ccnd2/Rgcc/Rps27l"	7
"GO:0070507"	"GO:0070507"	"regulation of microtubule cytoskeleton organization"	"7/243"	"201/23328"	0.00524930642054693	0.0475242785193465	0.0386857440116694	"Hnrnpu/Mid1/Chmp5/Fkbp4/Plk1/Npm1/Ranbp1"	7
"GO:0090181"	"GO:0090181"	"regulation of cholesterol metabolic process"	"3/243"	"34/23328"	0.00526417762748592	0.0475242785193465	0.0386857440116694	"Acadl/Apoe/Dhcr7"	3
"GO:0006401"	"GO:0006401"	"RNA catabolic process"	"8/243"	"254/23328"	0.00532174856367999	0.0477483655744334	0.0388681555015332	"Hnrnpu/Exosc9/Exosc8/Ptbp1/Npm1/Nsun2/Qk/Lsm2"	8
"GO:1903362"	"GO:1903362"	"regulation of cellular protein catabolic process"	"8/243"	"254/23328"	0.00532174856367999	0.0477483655744334	0.0388681555015332	"Vcp/Alad/Cdkn2a/Atpif1/Apoe/Plk1/Cd81/Smarcc1"	8
"GO:0000422"	"GO:0000422"	"autophagy of mitochondrion"	"4/243"	"68/23328"	0.00555428605192975	0.0489177675329569	0.0398200728419673	"Cdkn2a/Atpif1/Phb2/Gabarap"	4
"GO:0030837"	"GO:0030837"	"negative regulation of actin filament polymerization"	"4/243"	"68/23328"	0.00555428605192975	0.0489177675329569	0.0398200728419673	"Tmsb4x/Tpm1/Tmod3/Tmod2"	4
"GO:0032507"	"GO:0032507"	"maintenance of protein location in cell"	"4/243"	"68/23328"	0.00555428605192975	0.0489177675329569	0.0398200728419673	"Hnrnpu/Tmsb4x/Ank3/Rangap1"	4
"GO:0061726"	"GO:0061726"	"mitochondrion disassembly"	"4/243"	"68/23328"	0.00555428605192975	0.0489177675329569	0.0398200728419673	"Cdkn2a/Atpif1/Phb2/Gabarap"	4
"GO:1902369"	"GO:1902369"	"negative regulation of RNA catabolic process"	"4/243"	"68/23328"	0.00555428605192975	0.0489177675329569	0.0398200728419673	"Hnrnpu/Ptbp1/Nsun2/Qk"	4
"GO:0033539"	"GO:0033539"	"fatty acid beta-oxidation using acyl-CoA dehydrogenase"	"2/243"	"11/23328"	0.00558628826765249	0.0489177675329569	0.0398200728419673	"Acadl/Acad11"	2
"GO:0060056"	"GO:0060056"	"mammary gland involution"	"2/243"	"11/23328"	0.00558628826765249	0.0489177675329569	0.0398200728419673	"Cdkn2a/Bax"	2
"GO:0071888"	"GO:0071888"	"macrophage apoptotic process"	"2/243"	"11/23328"	0.00558628826765249	0.0489177675329569	0.0398200728419673	"Cdkn2a/Tcp1"	2
"GO:0007338"	"GO:0007338"	"single fertilization"	"6/243"	"154/23328"	0.00561122075998667	0.0489889812458716	0.0398780422747241	"Cct3/Cct7/Cct4/Cct5/Cct8/Tcp1"	6
"GO:0000462"	"GO:0000462"	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"3/243"	"35/23328"	0.00571394922215842	0.0494417683436616	0.0402466203216219	"Rrs1/Rps21/Rps19"	3
"GO:0040001"	"GO:0040001"	"establishment of mitotic spindle localization"	"3/243"	"35/23328"	0.00571394922215842	0.0494417683436616	0.0402466203216219	"Plk1/Spry2/Kpnb1"	3
"GO:0060236"	"GO:0060236"	"regulation of mitotic spindle organization"	"3/243"	"35/23328"	0.00571394922215842	0.0494417683436616	0.0402466203216219	"Hnrnpu/Chmp5/Plk1"	3
